,ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best.of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment
6855,36,London,Wimbledon,21/06/2011,Grand Slam,Outdoor,Grass,1st Round,5,Baghdatis M.,Blake J.,30,102,6,4,6,2,6,7,4,6,6,4,3,2,Completed
6859,36,London,Wimbledon,21/06/2011,Grand Slam,Outdoor,Grass,1st Round,5,Rochus O.,De Schepper K.,73,234,6,7,3,6,6,3,6,1,6,4,3,2,Completed
6860,36,London,Wimbledon,21/06/2011,Grand Slam,Outdoor,Grass,1st Round,5,Mello R.,Dancevic F.,89,164,3,6,3,6,6,4,7,6,6,2,3,2,Completed
6863,36,London,Wimbledon,21/06/2011,Grand Slam,Outdoor,Grass,1st Round,5,Andreev I.,Gabashvili T.,79,129,6,4,7,6,6,7,4,6,6,3,3,2,Completed
6894,35,London,Wimbledon,22/06/2004,Grand Slam,Outdoor,Grass,1st Round,5,Moya C.,Patience O.,7,93,6,4,3,6,7,5,6,7,6,1,3,2,Completed
6897,36,London,Wimbledon,22/06/2005,Grand Slam,Outdoor,Grass,1st Round,5,Grosjean S.,Llodra M.,27,75,3,6,7,5,4,6,7,6,6,4,3,2,Completed
6898,36,London,Wimbledon,22/06/2005,Grand Slam,Outdoor,Grass,2nd Round,5,Ferrero J.C.,Lee H.T.,31,67,6,4,3,6,4,6,6,3,6,3,3,2,Completed
6918,36,London,Wimbledon,22/06/2009,Grand Slam,Outdoor,Grass,1st Round,5,Almagro N.,Monaco J.,48,69,6,7,6,7,7,6,6,4,7,6,3,2,Completed
6920,36,London,Wimbledon,22/06/2009,Grand Slam,Outdoor,Grass,1st Round,5,Beck K.,Lopez F.,143,27,1,6,7,5,6,3,4,6,7,6,3,2,Completed
6924,36,London,Wimbledon,22/06/2009,Grand Slam,Outdoor,Grass,1st Round,5,Bolelli S.,Koellerer D.,63,91,6,7,2,6,7,5,6,4,6,4,3,2,Completed
6929,36,London,Wimbledon,22/06/2009,Grand Slam,Outdoor,Grass,1st Round,5,Vliegen K.,Mahut N.,82,146,6,3,7,6,5,7,5,7,6,4,3,2,Completed
6931,36,London,Wimbledon,22/06/2009,Grand Slam,Outdoor,Grass,1st Round,5,Koubek S.,Roger-Vasselin E.,189,172,7,5,6,3,4,6,3,6,6,3,3,2,Completed
6945,36,London,Wimbledon,22/06/2010,Grand Slam,Outdoor,Grass,1st Round,5,Kamke T.,Garcia-Lopez G.,126,39,5,7,2,6,7,5,6,4,6,4,3,2,Completed
6956,36,London,Wimbledon,22/06/2010,Grand Slam,Outdoor,Grass,1st Round,5,Benneteau J.,Vliegen K.,40,174,2,6,6,7,6,1,6,2,7,5,3,2,Completed
6965,36,London,Wimbledon,22/06/2010,Grand Slam,Outdoor,Grass,1st Round,5,Petzschner P.,Robert S.,41,76,6,4,7,6,4,6,2,6,6,4,3,2,Completed
6971,36,London,Wimbledon,22/06/2010,Grand Slam,Outdoor,Grass,1st Round,5,Malisse X.,Ferrero J.C.,63,17,6,2,6,7,7,6,4,6,6,1,3,2,Completed
6974,36,London,Wimbledon,22/06/2011,Grand Slam,Outdoor,Grass,1st Round,5,Anderson K.,Marchenko I.,36,114,6,7,7,6,6,4,4,6,6,1,3,2,Completed
6992,36,London,Wimbledon,23/06/2003,Grand Slam,Outdoor,Grass,1st Round,5,Srichaphan P.,Hrbaty D.,11,66,6,3,6,4,4,6,3,6,6,3,3,2,Completed
6997,36,London,Wimbledon,23/06/2003,Grand Slam,Outdoor,Grass,1st Round,5,Childs L.,Davydenko N.,489,35,2,6,7,6,1,6,7,6,6,2,3,2,Completed
7003,36,London,Wimbledon,23/06/2003,Grand Slam,Outdoor,Grass,1st Round,5,Santoro F.,Vinciguerra A.,49,107,4,6,6,3,2,6,6,2,6,2,3,2,Completed
7007,36,London,Wimbledon,23/06/2003,Grand Slam,Outdoor,Grass,1st Round,5,Mutis O.,Squillari F.,78,86,4,6,0,6,6,4,7,6,6,3,3,2,Completed
7019,36,London,Wimbledon,23/06/2003,Grand Slam,Outdoor,Grass,1st Round,5,Martin T.,Vicente F.,102,57,6,7,6,4,2,6,7,6,6,4,3,2,Completed
7026,36,London,Wimbledon,23/06/2005,Grand Slam,Outdoor,Grass,2nd Round,5,Tursunov D.,Henman T.,152,9,3,6,6,2,3,6,6,3,8,6,3,2,Completed
7028,36,London,Wimbledon,23/06/2005,Grand Slam,Outdoor,Grass,2nd Round,5,Popp A.,Arthurs W.,134,85,6,3,6,7,3,6,7,6,14,12,3,2,Completed
7030,36,London,Wimbledon,23/06/2005,Grand Slam,Outdoor,Grass,2nd Round,5,Coria G.,Malisse X.,18,51,3,6,6,3,7,5,6,7,6,4,3,2,Completed
7033,36,London,Wimbledon,23/06/2005,Grand Slam,Outdoor,Grass,2nd Round,5,Tipsarevic J.,Lu Y.H.,108,153,2,6,6,3,6,2,4,6,7,5,3,2,Completed
7035,36,London,Wimbledon,23/06/2005,Grand Slam,Outdoor,Grass,2nd Round,5,Djokovic N.,Garcia-Lopez G.,128,81,3,6,3,6,7,6,7,6,6,4,3,2,Completed
7041,37,London,Wimbledon,23/06/2008,Grand Slam,Outdoor,Grass,1st Round,5,Johansson T.,Spadea V.,63,99,6,7,6,7,6,3,6,4,6,3,3,2,Completed
7050,37,London,Wimbledon,23/06/2008,Grand Slam,Outdoor,Grass,1st Round,5,Hewitt L.,Haase R.,27,64,6,7,6,3,6,3,6,7,6,2,3,2,Completed
7051,37,London,Wimbledon,23/06/2008,Grand Slam,Outdoor,Grass,1st Round,5,Berdych T.,Korolev E.,20,78,4,6,6,1,6,4,3,6,7,5,3,2,Completed
7073,36,London,Wimbledon,23/06/2009,Grand Slam,Outdoor,Grass,1st Round,5,Hanescu V.,Navarro-Pastor I.,28,68,6,3,6,7,6,4,6,7,7,6,3,2,Completed
7074,36,London,Wimbledon,23/06/2009,Grand Slam,Outdoor,Grass,1st Round,5,Crivoi V.,Phau B.,87,79,4,6,6,1,7,6,2,6,6,3,3,2,Completed
7075,36,London,Wimbledon,23/06/2009,Grand Slam,Outdoor,Grass,1st Round,5,Devilder N.,Lapentti N.,96,121,3,6,6,4,6,3,4,6,7,5,3,2,Completed
7082,36,London,Wimbledon,23/06/2009,Grand Slam,Outdoor,Grass,1st Round,5,Llodra M.,Goodall J.,137,188,4,6,7,6,6,4,3,6,6,4,3,2,Completed
7087,36,London,Wimbledon,23/06/2009,Grand Slam,Outdoor,Grass,1st Round,5,Alves T.,Pavel A.,118,907,6,3,2,6,6,1,2,6,6,1,3,2,Completed
7090,36,London,Wimbledon,23/06/2009,Grand Slam,Outdoor,Grass,1st Round,5,Cuevas P.,Rochus C.,125,60,3,6,4,6,6,4,6,1,7,6,3,2,Completed
7103,36,London,Wimbledon,23/06/2010,Grand Slam,Outdoor,Grass,1st Round,5,De Bakker T.,Giraldo S.,49,54,6,7,6,4,6,3,5,7,16,14,3,2,Completed
7104,36,London,Wimbledon,23/06/2010,Grand Slam,Outdoor,Grass,2nd Round,5,Melzer J.,Troicki V.,16,42,6,7,4,6,6,3,7,6,6,3,3,2,Completed
7110,36,London,Wimbledon,23/06/2010,Grand Slam,Outdoor,Grass,2nd Round,5,Kohlschreiber P.,Gabashvili T.,35,84,7,6,5,7,2,6,7,6,9,7,3,2,Completed
7116,36,London,Wimbledon,23/06/2010,Grand Slam,Outdoor,Grass,2nd Round,5,Montanes A.,Evans B.,31,318,3,6,6,3,6,7,6,1,6,4,3,2,Completed
7118,36,London,Wimbledon,23/06/2010,Grand Slam,Outdoor,Grass,2nd Round,5,Istomin D.,Schuettler R.,70,85,6,3,7,6,4,6,4,6,6,1,3,2,Completed
7121,36,London,Wimbledon,23/06/2011,Grand Slam,Outdoor,Grass,2nd Round,5,Soderling R.,Hewitt L.,5,130,6,7,3,6,7,5,6,4,6,4,3,2,Completed
7140,37,London,Wimbledon,23/06/2014,Grand Slam,Outdoor,Grass,1st Round,5,Mayer L.,Seppi A.,64,36,6,3,2,6,4,6,7,6,6,4,3,2,Completed
7156,37,London,Wimbledon,23/06/2014,Grand Slam,Outdoor,Grass,1st Round,5,Hernych J.,Kamke T.,285,87,6,3,6,7,6,3,5,7,6,4,3,2,Completed
7158,37,London,Wimbledon,23/06/2014,Grand Slam,Outdoor,Grass,1st Round,5,Fognini F.,Kuznetsov Al.,15,148,2,6,1,6,6,4,6,1,9,7,3,2,Completed
7168,36,London,Wimbledon,24/06/2002,Grand Slam,Outdoor,Grass,1st Round,5,Beck K.,Simoni A.,210,121,6,7,4,6,7,6,6,2,6,2,3,2,Completed
7183,36,London,Wimbledon,24/06/2002,Grand Slam,Outdoor,Grass,1st Round,5,Gonzalez F.,Chela J.I.,43,22,6,3,3,6,1,6,7,5,6,3,3,2,Completed
7187,36,London,Wimbledon,24/06/2002,Grand Slam,Outdoor,Grass,1st Round,5,Kiefer N.,Balcells J.,54,125,6,3,2,6,5,7,7,5,6,3,3,2,Completed
7188,36,London,Wimbledon,24/06/2002,Grand Slam,Outdoor,Grass,1st Round,5,Knowle J.,Llodra M.,95,102,3,6,6,4,6,3,3,6,6,3,3,2,Completed
7189,36,London,Wimbledon,24/06/2002,Grand Slam,Outdoor,Grass,1st Round,5,Koubek S.,Bower J.,41,268,6,3,3,6,6,2,4,6,6,3,3,2,Completed
7193,36,London,Wimbledon,24/06/2002,Grand Slam,Outdoor,Grass,1st Round,5,Lapentti N.,Delgado J.,27,157,6,3,6,2,6,7,4,6,7,5,3,2,Completed
7194,36,London,Wimbledon,24/06/2002,Grand Slam,Outdoor,Grass,1st Round,5,Lee H.T.,Stoliarov A.,97,96,6,3,6,2,4,6,4,6,6,2,3,2,Completed
7196,36,London,Wimbledon,24/06/2002,Grand Slam,Outdoor,Grass,1st Round,5,Lopez F.,Economidis K.,103,238,6,3,3,6,4,6,7,6,11,9,3,2,Completed
7211,36,London,Wimbledon,24/06/2002,Grand Slam,Outdoor,Grass,1st Round,5,Sa A.,Dupuis A.,90,92,6,3,4,6,6,4,5,7,6,3,3,2,Completed
7214,36,London,Wimbledon,24/06/2002,Grand Slam,Outdoor,Grass,1st Round,5,Santoro F.,Calleri A.,37,56,2,6,7,6,6,4,4,6,6,3,3,2,Completed
7215,36,London,Wimbledon,24/06/2002,Grand Slam,Outdoor,Grass,1st Round,5,Saretta F.,Johansson T.,71,11,6,7,6,4,7,6,3,6,12,10,3,2,Completed
7220,36,London,Wimbledon,24/06/2002,Grand Slam,Outdoor,Grass,1st Round,5,Spadea V.,Larsson M.,72,131,3,6,7,6,6,7,6,4,6,1,3,2,Completed
7221,36,London,Wimbledon,24/06/2002,Grand Slam,Outdoor,Grass,1st Round,5,Srichaphan P.,Brasington J.,67,136,6,4,6,3,3,6,5,7,6,4,3,2,Completed
7223,36,London,Wimbledon,24/06/2002,Grand Slam,Outdoor,Grass,1st Round,5,Thomann N.,Hipfl M.,237,88,6,1,7,6,3,6,4,6,11,9,3,2,Completed
7229,36,London,Wimbledon,24/06/2002,Grand Slam,Outdoor,Grass,2nd Round,5,Bastl G.,Sampras P.,145,13,6,3,6,2,4,6,3,6,6,4,3,2,Completed
7233,36,London,Wimbledon,24/06/2002,Grand Slam,Outdoor,Grass,2nd Round,5,Ferreira W.,Ljubicic I.,51,36,6,4,6,4,3,6,4,6,6,3,3,2,Completed
7239,36,London,Wimbledon,24/06/2002,Grand Slam,Outdoor,Grass,2nd Round,5,Krajicek R.,Blake J.,1093,34,6,3,6,4,3,6,4,6,11,9,3,2,Completed
7242,36,London,Wimbledon,24/06/2002,Grand Slam,Outdoor,Grass,2nd Round,5,Lopez F.,Canas G.,103,17,4,6,2,6,7,6,7,5,10,8,3,2,Completed
7259,36,London,Wimbledon,24/06/2002,Grand Slam,Outdoor,Grass,2nd Round,5,Youzhny M.,Gaudio G.,61,28,6,0,1,6,7,6,5,7,6,4,3,2,Completed
7266,36,London,Wimbledon,24/06/2002,Grand Slam,Outdoor,Grass,3rd Round,5,Lapentti N.,Pavel A.,27,21,3,6,3,6,7,6,6,4,6,2,3,2,Completed
7272,36,London,Wimbledon,24/06/2002,Grand Slam,Outdoor,Grass,3rd Round,5,Sa A.,Saretta F.,90,71,2,6,6,4,6,3,1,6,6,1,3,2,Completed
7276,36,London,Wimbledon,24/06/2002,Grand Slam,Outdoor,Grass,4th Round,5,Henman T.,Kratochvil M.,5,45,7,6,6,7,4,6,6,3,6,2,3,2,Completed
7278,36,London,Wimbledon,24/06/2002,Grand Slam,Outdoor,Grass,4th Round,5,Krajicek R.,Philippoussis M.,1093,104,6,7,7,6,6,7,7,6,6,4,3,2,Completed
7279,36,London,Wimbledon,24/06/2002,Grand Slam,Outdoor,Grass,4th Round,5,Lapentti N.,Clement A.,27,38,3,6,7,5,2,6,7,5,6,3,3,2,Completed
7280,36,London,Wimbledon,24/06/2002,Grand Slam,Outdoor,Grass,4th Round,5,Malisse X.,Rusedski G.,35,39,3,6,6,3,3,6,6,3,6,4,3,2,Completed
7285,36,London,Wimbledon,24/06/2002,Grand Slam,Outdoor,Grass,Quarterfinals,5,Hewitt L.,Schalken S.,1,23,6,2,6,2,6,7,1,6,7,5,3,2,Completed
7286,36,London,Wimbledon,24/06/2002,Grand Slam,Outdoor,Grass,Quarterfinals,5,Malisse X.,Krajicek R.,35,1093,6,1,4,6,6,2,3,6,9,7,3,2,Completed
7287,36,London,Wimbledon,24/06/2002,Grand Slam,Outdoor,Grass,Quarterfinals,5,Nalbandian D.,Lapentti N.,32,27,6,4,6,4,4,6,4,6,6,4,3,2,Completed
7289,36,London,Wimbledon,24/06/2002,Grand Slam,Outdoor,Grass,Semifinals,5,Nalbandian D.,Malisse X.,32,35,7,6,6,4,1,6,2,6,6,2,3,2,Completed
7299,36,London,Wimbledon,24/06/2003,Grand Slam,Outdoor,Grass,1st Round,5,Clement A.,Ginepri R.,30,54,6,3,4,6,7,6,6,7,10,8,3,2,Completed
7308,36,London,Wimbledon,24/06/2003,Grand Slam,Outdoor,Grass,1st Round,5,Galvani S.,Boutter J.,159,95,6,3,2,6,1,6,6,2,8,6,3,2,Completed
7314,36,London,Wimbledon,24/06/2003,Grand Slam,Outdoor,Grass,1st Round,5,Nieminen J.,Verdasco F.,32,121,6,7,6,4,4,6,6,3,6,3,3,2,Completed
7320,36,London,Wimbledon,24/06/2003,Grand Slam,Outdoor,Grass,1st Round,5,Sluiter R.,Kafelnikov Y.,67,23,7,5,3,6,2,6,6,2,6,3,3,2,Completed
7327,35,London,Wimbledon,24/06/2004,Grand Slam,Outdoor,Grass,1st Round,5,Schuettler R.,Soderling R.,8,37,4,6,6,3,7,6,1,6,6,2,3,2,Completed
7328,35,London,Wimbledon,24/06/2004,Grand Slam,Outdoor,Grass,1st Round,5,Haas T.,Dupuis A.,100,92,2,6,2,6,7,6,6,4,8,6,3,2,Completed
7330,35,London,Wimbledon,24/06/2004,Grand Slam,Outdoor,Grass,1st Round,5,Pescosolido S.,van Scheppingen D.,143,87,4,6,4,6,6,4,7,6,10,8,3,2,Completed
7332,35,London,Wimbledon,24/06/2004,Grand Slam,Outdoor,Grass,1st Round,5,Martin T.,Canas G.,72,73,4,6,6,3,7,6,4,6,9,7,3,2,Completed
7336,35,London,Wimbledon,24/06/2004,Grand Slam,Outdoor,Grass,1st Round,5,Carlsen K.,Gasquet R.,103,105,3,6,7,6,7,6,6,7,6,4,3,2,Completed
7337,35,London,Wimbledon,24/06/2004,Grand Slam,Outdoor,Grass,1st Round,5,Beck K.,Marray J.,71,238,6,4,6,7,4,6,6,3,10,8,3,2,Completed
7344,35,London,Wimbledon,24/06/2004,Grand Slam,Outdoor,Grass,1st Round,5,Coria G.,Moodie W.,3,106,6,4,6,7,6,3,6,7,6,3,3,2,Completed
7348,35,London,Wimbledon,24/06/2004,Grand Slam,Outdoor,Grass,2nd Round,5,Ferrero J.C.,Koubek S.,5,95,4,6,7,5,5,7,7,6,8,6,3,2,Completed
7349,35,London,Wimbledon,24/06/2004,Grand Slam,Outdoor,Grass,2nd Round,5,Lopez F.,Saulnier C.,22,83,3,6,6,3,6,4,6,7,8,6,3,2,Completed
7352,35,London,Wimbledon,24/06/2004,Grand Slam,Outdoor,Grass,2nd Round,5,Ivanisevic G.,Volandri F.,415,52,4,6,7,6,1,6,6,3,6,4,3,2,Completed
7357,35,London,Wimbledon,24/06/2004,Grand Slam,Outdoor,Grass,2nd Round,5,Tursunov D.,Sargsian S.,70,48,6,3,7,6,3,6,4,6,15,13,3,2,Completed
7360,36,London,Wimbledon,24/06/2005,Grand Slam,Outdoor,Grass,2nd Round,5,Roddick A.,Bracciali D.,4,120,7,5,6,3,6,7,4,6,6,3,3,2,Completed
7367,37,London,Wimbledon,24/06/2008,Grand Slam,Outdoor,Grass,1st Round,5,Vassallo-Arguello M.,Minar I.,84,70,6,4,2,6,2,6,6,2,6,2,3,2,Completed
7378,37,London,Wimbledon,24/06/2008,Grand Slam,Outdoor,Grass,1st Round,5,Chardy J.,Gil F.,108,110,7,5,6,7,4,6,6,4,6,3,3,2,Completed
7382,37,London,Wimbledon,24/06/2008,Grand Slam,Outdoor,Grass,1st Round,5,Melzer J.,Ljubicic I.,72,31,6,4,7,6,4,6,2,6,6,3,3,2,Completed
7389,37,London,Wimbledon,24/06/2008,Grand Slam,Outdoor,Grass,1st Round,5,Tursunov D.,Mahut N.,33,58,6,4,6,7,7,6,3,6,7,5,3,2,Completed
7398,36,London,Wimbledon,24/06/2009,Grand Slam,Outdoor,Grass,1st Round,5,Gimeno-Traver D.,Dent T.,98,266,7,5,7,6,4,6,6,7,6,4,3,2,Completed
7400,36,London,Wimbledon,24/06/2009,Grand Slam,Outdoor,Grass,2nd Round,5,Robredo T.,Koubek S.,15,189,3,6,4,6,6,4,7,6,6,1,3,2,Completed
7405,36,London,Wimbledon,24/06/2009,Grand Slam,Outdoor,Grass,2nd Round,5,Kohlschreiber P.,Minar I.,32,78,6,4,3,6,4,6,6,2,7,6,3,2,Completed
7408,36,London,Wimbledon,24/06/2009,Grand Slam,Outdoor,Grass,2nd Round,5,Almagro N.,Beck K.,48,143,6,4,7,6,3,6,3,6,7,5,3,2,Completed
7411,36,London,Wimbledon,24/06/2009,Grand Slam,Outdoor,Grass,2nd Round,5,Cilic M.,Querrey S.,13,47,4,6,7,6,6,3,6,7,6,4,3,2,Completed
7414,36,London,Wimbledon,24/06/2010,Grand Slam,Outdoor,Grass,1st Round,5,Isner J.,Mahut N.,19,148,6,4,3,6,6,7,7,6,70,68,3,2,Completed
7416,36,London,Wimbledon,24/06/2010,Grand Slam,Outdoor,Grass,2nd Round,5,Tsonga J.W.,Dolgopolov O.,10,43,6,4,6,4,6,7,5,7,10,8,3,2,Completed
7419,36,London,Wimbledon,24/06/2010,Grand Slam,Outdoor,Grass,2nd Round,5,Benneteau J.,Beck A.,40,79,3,6,6,2,4,6,7,6,6,3,3,2,Completed
7420,36,London,Wimbledon,24/06/2010,Grand Slam,Outdoor,Grass,2nd Round,5,Chardy J.,Lacko L.,55,75,6,3,7,6,4,6,6,7,8,6,3,2,Completed
7422,36,London,Wimbledon,24/06/2010,Grand Slam,Outdoor,Grass,2nd Round,5,Fognini F.,Russell M.,80,101,3,6,5,7,7,5,7,6,6,3,3,2,Completed
7427,36,London,Wimbledon,24/06/2010,Grand Slam,Outdoor,Grass,2nd Round,5,Nadal R.,Haase R.,1,151,5,7,6,2,3,6,6,0,6,3,3,2,Completed
7428,36,London,Wimbledon,24/06/2010,Grand Slam,Outdoor,Grass,2nd Round,5,Petzschner P.,Kubot L.,41,53,6,4,3,6,4,6,6,3,6,2,3,2,Completed
7429,36,London,Wimbledon,24/06/2011,Grand Slam,Outdoor,Grass,2nd Round,5,Ferrer D.,Harrison R.,6,122,6,7,6,1,4,6,6,3,6,2,3,2,Completed
7431,36,London,Wimbledon,24/06/2011,Grand Slam,Outdoor,Grass,2nd Round,5,Tomic B.,Andreev I.,158,79,4,6,5,7,6,3,6,4,6,1,3,2,Completed
7436,37,London,Wimbledon,24/06/2013,Grand Slam,Outdoor,Grass,1st Round,5,Reister J.,Rosol L.,121,35,6,3,4,6,7,6,6,7,6,4,3,2,Completed
7470,37,London,Wimbledon,24/06/2014,Grand Slam,Outdoor,Grass,1st Round,5,Janowicz J.,Devvarman S.,25,125,4,6,6,3,6,3,3,6,6,3,3,2,Completed
7472,37,London,Wimbledon,24/06/2014,Grand Slam,Outdoor,Grass,1st Round,5,Lajovic D.,Garcia-Lopez G.,84,34,7,6,6,2,3,6,3,6,6,3,3,2,Completed
7473,37,London,Wimbledon,24/06/2014,Grand Slam,Outdoor,Grass,1st Round,5,Lu Y.H.,Nedovyesov A.,47,102,6,4,4,6,6,4,1,6,6,1,3,2,Completed
7478,37,London,Wimbledon,24/06/2014,Grand Slam,Outdoor,Grass,1st Round,5,Tsonga J.W.,Melzer J.,17,49,6,1,3,6,3,6,6,2,6,4,3,2,Completed
7479,37,London,Wimbledon,24/06/2014,Grand Slam,Outdoor,Grass,1st Round,5,Gasquet R.,Duckworth J.,14,161,6,7,6,3,3,6,6,0,6,1,3,2,Completed
7497,37,London,Wimbledon,24/06/2014,Grand Slam,Outdoor,Grass,1st Round,5,Reister J.,Russell M.,110,94,6,4,6,4,6,7,4,6,7,5,3,2,Completed
7507,38,London,Wimbledon,25/06/2001,Grand Slam,Outdoor,Grass,1st Round,5,Canas G.,Gaudio G.,49,39,1,6,6,1,3,6,6,2,7,5,3,2,Completed
7509,38,London,Wimbledon,25/06/2001,Grand Slam,Outdoor,Grass,1st Round,5,Chang M.,Vanek J.,48,94,6,2,6,2,6,7,4,6,6,2,3,2,Completed
7515,38,London,Wimbledon,25/06/2001,Grand Slam,Outdoor,Grass,1st Round,5,Dupuis A.,Mamiit C.,69,111,6,4,5,7,6,7,6,3,6,1,3,2,Completed
7516,38,London,Wimbledon,25/06/2001,Grand Slam,Outdoor,Grass,1st Round,5,El Aynaoui Y.,Kempes E.,82,113,7,6,5,7,3,6,6,3,12,10,3,2,Completed
7524,38,London,Wimbledon,25/06/2001,Grand Slam,Outdoor,Grass,1st Round,5,Huet S.,Hipfl M.,179,91,3,6,3,6,6,4,6,4,6,3,3,2,Completed
7526,38,London,Wimbledon,25/06/2001,Grand Slam,Outdoor,Grass,1st Round,5,Johansson T.,Ilie A.,14,65,6,4,4,6,6,7,7,6,6,2,3,2,Completed
7529,38,London,Wimbledon,25/06/2001,Grand Slam,Outdoor,Grass,1st Round,5,Larsson M.,Rosset M.,280,75,6,4,3,6,6,3,1,6,6,2,3,2,Completed
7532,38,London,Wimbledon,25/06/2001,Grand Slam,Outdoor,Grass,1st Round,3,Mantilla F.,Llodra M.,87,121,6,4,6,2,6,7,3,6,2,1,2,2,Retired
7535,38,London,Wimbledon,25/06/2001,Grand Slam,Outdoor,Grass,1st Round,5,Meligeni F.,Coria G.,95,26,6,4,3,6,0,6,6,4,6,3,3,2,Completed
7537,38,London,Wimbledon,25/06/2001,Grand Slam,Outdoor,Grass,1st Round,5,Moya C.,Godwin N.,22,133,2,6,6,7,6,3,6,4,6,4,3,2,Completed
7541,38,London,Wimbledon,25/06/2001,Grand Slam,Outdoor,Grass,1st Round,5,Parmar A.,Sa A.,211,115,7,6,6,7,6,4,4,6,8,6,3,2,Completed
7553,38,London,Wimbledon,25/06/2001,Grand Slam,Outdoor,Grass,1st Round,5,Sanguinetti D.,Portas A.,67,23,6,3,3,6,6,3,6,7,7,5,3,2,Completed
7556,38,London,Wimbledon,25/06/2001,Grand Slam,Outdoor,Grass,1st Round,5,Schalken S.,Koubek S.,28,84,6,4,3,6,6,4,6,7,7,5,3,2,Completed
7562,38,London,Wimbledon,25/06/2001,Grand Slam,Outdoor,Grass,1st Round,5,Woodbridge T.,Draper S.,201,259,5,7,6,3,3,6,7,5,6,3,3,2,Completed
7563,38,London,Wimbledon,25/06/2001,Grand Slam,Outdoor,Grass,1st Round,5,Woodruff C.,Gambill J.M.,97,16,6,4,3,6,6,7,6,3,6,2,3,2,Completed
7569,38,London,Wimbledon,25/06/2001,Grand Slam,Outdoor,Grass,2nd Round,5,Canas G.,Carlsen K.,49,1013,7,5,4,6,6,7,7,6,6,4,3,2,Completed
7574,38,London,Wimbledon,25/06/2001,Grand Slam,Outdoor,Grass,2nd Round,5,Federer R.,Malisse X.,15,53,6,3,7,5,3,6,4,6,6,3,3,2,Completed
7575,38,London,Wimbledon,25/06/2001,Grand Slam,Outdoor,Grass,2nd Round,5,Ferrero J.C.,Stoltenberg J.,4,116,7,6,4,6,6,3,6,7,6,3,3,2,Completed
7578,38,London,Wimbledon,25/06/2001,Grand Slam,Outdoor,Grass,2nd Round,5,Hewitt L.,Dent T.,5,143,1,6,7,5,6,3,6,7,6,3,3,2,Completed
7583,38,London,Wimbledon,25/06/2001,Grand Slam,Outdoor,Grass,2nd Round,5,Martin T.,Novak J.,34,42,6,7,2,6,6,4,6,4,6,4,3,2,Completed
7584,38,London,Wimbledon,25/06/2001,Grand Slam,Outdoor,Grass,2nd Round,5,Massu N.,Meligeni F.,89,95,6,4,2,6,7,6,6,7,6,3,3,2,Completed
7585,38,London,Wimbledon,25/06/2001,Grand Slam,Outdoor,Grass,2nd Round,5,Prinosil D.,Sanguinetti D.,46,67,6,3,4,6,6,4,4,6,6,0,3,2,Completed
7590,38,London,Wimbledon,25/06/2001,Grand Slam,Outdoor,Grass,2nd Round,5,Sampras P.,Cowan B.,6,265,6,3,6,2,6,7,4,6,6,3,3,2,Completed
7595,38,London,Wimbledon,25/06/2001,Grand Slam,Outdoor,Grass,2nd Round,5,Stoliarov A.,Pioline C.,92,72,3,6,6,7,6,4,6,3,12,10,3,2,Completed
7610,38,London,Wimbledon,25/06/2001,Grand Slam,Outdoor,Grass,3rd Round,5,Safin M.,Prinosil D.,3,46,7,6,6,3,5,7,1,6,6,3,3,2,Completed
7615,38,London,Wimbledon,25/06/2001,Grand Slam,Outdoor,Grass,4th Round,5,Escude N.,Hewitt L.,38,5,4,6,6,4,6,3,4,6,6,4,3,2,Completed
7616,38,London,Wimbledon,25/06/2001,Grand Slam,Outdoor,Grass,4th Round,5,Federer R.,Sampras P.,15,6,7,6,5,7,6,4,6,7,7,5,3,2,Completed
7617,38,London,Wimbledon,25/06/2001,Grand Slam,Outdoor,Grass,4th Round,5,Henman T.,Martin T.,11,34,6,7,7,6,4,6,6,3,6,2,3,2,Completed
7625,38,London,Wimbledon,25/06/2001,Grand Slam,Outdoor,Grass,Semifinals,5,Ivanisevic G.,Henman T.,125,11,7,5,6,7,0,6,7,6,6,3,3,2,Completed
7626,38,London,Wimbledon,25/06/2001,Grand Slam,Outdoor,Grass,Semifinals,5,Rafter P.,Agassi A.,10,2,2,6,6,3,3,6,6,2,8,6,3,2,Completed
7627,38,London,Wimbledon,25/06/2001,Grand Slam,Outdoor,Grass,The Final,5,Ivanisevic G.,Rafter P.,125,10,6,3,3,6,6,3,2,6,9,7,3,2,Completed
7632,36,London,Wimbledon,25/06/2003,Grand Slam,Outdoor,Grass,2nd Round,5,Srichaphan P.,Mutis O.,11,78,4,6,1,6,7,6,7,5,7,5,3,2,Completed
7636,36,London,Wimbledon,25/06/2003,Grand Slam,Outdoor,Grass,2nd Round,5,Saretta F.,Calleri A.,60,18,6,4,6,7,6,2,6,7,10,8,3,2,Completed
7642,36,London,Wimbledon,25/06/2003,Grand Slam,Outdoor,Grass,2nd Round,5,Schalken S.,Lapentti N.,12,47,6,2,3,6,6,7,7,6,6,3,3,2,Completed
7644,36,London,Wimbledon,25/06/2003,Grand Slam,Outdoor,Grass,2nd Round,5,Gimelstob J.,Clement A.,96,30,2,6,6,3,6,4,6,7,6,1,3,2,Completed
